gene_id	gene_biotype	log2FC	qval
RTL5	protein_coding	-0.35219723099065	0.0171395251906993
KDELR2	protein_coding	-0.2058320806149	0.0171861412225576
SSH3	protein_coding	0.351634494061691	0.0172082100832889
NECTIN2	protein_coding	0.220041964693857	0.0172109487862077
KLHL22	protein_coding	0.330058888862318	0.0172109487862077
NUP62	protein_coding	-0.326245885539384	0.0172139746054411
MSTRG.22739	NA	-0.451628452059818	0.0172218044852367
FAM171B	protein_coding	0.337275667482967	0.0172381122841325
MED13L	protein_coding	0.208934728440358	0.0172481357419917
ENSG00000272980	protein_coding	-0.622543634612627	0.0172539386188959
MSTRG.28116	NA	0.367714637091645	0.0172569483458792
MSTRG.16280	NA	0.37360061879327	0.0172610074743906
LSM7	protein_coding	-0.209272020661799	0.017279555598862
ACAT1	protein_coding	-0.505028026004793	0.0172882435098717
APRT	protein_coding	-0.203993023143419	0.0172942950773776
DGCR6L	protein_coding	-0.272290875198764	0.0173161886993834
CCNH	protein_coding	-0.243420071542103	0.0173161886993834
H2AX	protein_coding	-0.331781970480306	0.0173259237409588
ABCB8	protein_coding	-0.26700399601059	0.0173790141609245
MSTRG.7288	NA	-0.808465596540215	0.0173798960536819
ALPK3	protein_coding	1.21344496106028	0.0173879670982821
STOML2	protein_coding	-0.177066744201447	0.017451258550087
ENSA	protein_coding	0.188317257927061	0.017498438294167
KIF5A	protein_coding	-1.3534386005895	0.0175007708185938
H2AJ	protein_coding	-0.267255575698472	0.0175208112295235
C2orf42	protein_coding	-0.630379742012605	0.0175534756214519
ENSG00000291066	lncRNA	0.41566182358541	0.0175628021587046
GRHL3	protein_coding	0.860044674012494	0.0175807672824056
DYNLRB1	protein_coding	0.181612335460455	0.0175807672824056
SIK1	protein_coding	0.804140362006337	0.0175883835088788
ZWILCH	protein_coding	-0.262194923596244	0.0176021733160396
LAP3	protein_coding	-0.245784226479077	0.0176021733160396
GCNT4	protein_coding	-1.21138444985909	0.0176021733160396
TNFSF15	protein_coding	1.01300775942722	0.0176235098719075
ERO1B	protein_coding	0.263520794400079	0.0176303092228492
DCXR	protein_coding	-0.267036672655723	0.0176575516901714
CGB8	protein_coding	-1.66187601533069	0.0177169135396209
RNF150	protein_coding	-1.18315353253476	0.0177409185688505
CCDC57	protein_coding	0.364422503636463	0.0177416151766632
VKORC1L1	protein_coding	-0.275920715815	0.0177485931397739
LINC02453	lncRNA	1.26630569583173	0.0177829794468144
TRIM65	protein_coding	-0.406881560572788	0.0177927723978361
ENSG00000264207	lncRNA	-0.433083109502066	0.017793207328591
STUB1	protein_coding	-0.246418616425024	0.017793207328591
AP3S1	protein_coding	-0.23546229561781	0.017793207328591
TMEM92-AS1	lncRNA	-1.70472426518482	0.017793207328591
SLC22A5	protein_coding	-0.2716214187997	0.0177999868051039
MSTRG.24013	NA	-0.384265480694921	0.0178014870313789
ENSG00000271978	lncRNA	1.53725611134726	0.0178014870313789
PLEKHG2	protein_coding	0.391636066319407	0.0179333958234089
PGAM5	protein_coding	0.199356113249951	0.0179356409112576
TNFRSF25	protein_coding	-1.03014207453635	0.0179687998573378
TTC30B	NA	-0.28557696846477	0.0179981519377771
MSTRG.24367	NA	0.286941834530991	0.0180100507889183
DPY30	protein_coding	-0.205886629066351	0.0180253844386753
ENSG00000276077	lncRNA	-0.927278476934186	0.0180513880260456
MSTRG.24350	NA	-0.222198307683633	0.0180519421927483
TMEM190	protein_coding	-2.78597204791987	0.0180553958394124
H2BC26	protein_coding	-1.41485122853129	0.018080796031506
GCC2-AS1	lncRNA	-1.84686949865196	0.0181343963500954
MSTRG.11329	NA	1.44541447788805	0.0181546654044626
MT-ND6	protein_coding	0.696745132350613	0.0181930708586209
NAV2	protein_coding	-1.2256609104666	0.0181961879929571
FLVCR2	protein_coding	-0.939109703721382	0.0182717134382891
BLCAP	protein_coding	0.274704409927226	0.0182951266389315
HINT3	protein_coding	-0.239081647057932	0.0183099982154803
SPACA6-AS1	lncRNA	-0.991764030471785	0.0183355820126767
MSTRG.15623	NA	-0.509358555711941	0.0183378322629279
TCAIM	protein_coding	0.279563134937975	0.0183505254766246
SNHG11	lncRNA	0.324835168127838	0.0183659056515079
MECP2	protein_coding	0.37434348409086	0.0183753088371802
RPS12	protein_coding	-0.187529680820453	0.0184120685234956
MSTRG.4722	NA	0.280495643383679	0.0184148141339626
HRH2	protein_coding	0.828911090737004	0.018438757497866
IRF2	protein_coding	-0.286869493007341	0.0184525948783821
CEP97	protein_coding	-0.286691725066499	0.0184629674312039
LINC01670	lncRNA	1.14462893548744	0.0184629674312039
MSTRG.27865	NA	1.68178975393355	0.0184901895895677
MSTRG.5343	NA	0.285402567123617	0.0185712699452133
BCYRN1	scRNA	-1.06962782541586	0.0185712699452133
ZNF296	protein_coding	-0.633374164171285	0.018582146115078
SRRM2-AS1	lncRNA	0.65660542886612	0.0185956433762448
MSTRG.23943	NA	2.86361708304343	0.0186008757348557
MSTRG.6337	NA	-0.505272867936284	0.0186105119170087
S1PR5	protein_coding	-0.524826553958653	0.0186105119170087
PPP1R3G	protein_coding	-0.819993406471294	0.0186467679471645
CEP78	protein_coding	-0.249135016446104	0.0186996004525986
MSTRG.17224	NA	-0.505719608186133	0.0187482525022621
TNK1	protein_coding	1.08925959087847	0.0187483479339467
MSTRG.24962	NA	-0.289584615646131	0.0187496421351473
MSTRG.12131	NA	-0.573458925858842	0.018765624152109
FIS1	protein_coding	-0.204417479016445	0.018766874161921
TM4SF18	protein_coding	0.221550218385887	0.0188010512635731
MSTRG.15498	NA	1.08396778908666	0.0188073162630513
DCLRE1C	protein_coding	0.289380725174652	0.0188320993621461
TOX3	protein_coding	3.45320683861635	0.0188381337699794
MSTRG.11520	NA	-0.627146810888016	0.0188651715761506
LINC02803	lncRNA	1.72518388669641	0.0188842747286712
BNIP3	protein_coding	-0.34640176798414	0.0188971806219999
MRPL51	protein_coding	0.17757667844096	0.0189100582491752
TBC1D9	protein_coding	0.553199739874801	0.0189100582491752
DENND4C	protein_coding	-0.297688873536081	0.0189173031441498
IPO4	protein_coding	-0.24742167274625	0.0189175070403213
KCNE4	protein_coding	-0.947330568434007	0.0189509878380259
MSTRG.19213	NA	0.953343480575516	0.0189509878380259
UCHL3	protein_coding	-0.314018976967388	0.0189539384906689
ZPR1	protein_coding	-0.403557215376243	0.0189564692628077
TAT	protein_coding	1.40273833780693	0.0189564692628077
ENPP1	protein_coding	0.771552478277844	0.0189564692628077
FRAT1	protein_coding	0.560197595006596	0.0189781424350704
MSTRG.25968	NA	-0.41666205121426	0.0189857832632399
CTNNBL1	protein_coding	-0.194472114540462	0.0189861614118288
MSTRG.16585	NA	-1.29239429503853	0.0189931437734958
MSTRG.22709	NA	-2.41829386727759	0.0189931437734958
KDM1A	protein_coding	-0.26912622319263	0.0189941357386448
CPT1B	protein_coding	-0.59697920097384	0.0190038098809388
MEGF9	protein_coding	0.300473387593158	0.0190124591669482
MSTRG.24430	NA	-0.216599135873699	0.0190263286768715
ENSG00000279803	TEC	0.718207241037965	0.0190549703710147
MSTRG.7654	NA	0.67974865838545	0.0190707274646335
LAMTOR4	protein_coding	0.231126813192992	0.0190707274646335
MSTRG.347	NA	0.323242859061769	0.0190730441585723
MSTRG.10376	NA	-0.759467719039208	0.0191401834312581
MSTRG.14691	NA	0.461291058220757	0.0191566722753276
LINC01119	lncRNA	-1.30333883769036	0.0191578557504319
PNRC2	protein_coding	-0.272729768491658	0.0191895260055287
CCDC77	protein_coding	-0.412453974834391	0.0191895260055287
IFNGR1	protein_coding	0.228531680859005	0.0191895260055287
SCAF8	protein_coding	0.218449356191895	0.0191895260055287
MAST4-AS1	lncRNA	1.00792010006608	0.0192128139784262
MSTRG.4646	NA	0.494527345385983	0.0192142008229129
SEC22A	protein_coding	-0.325030618154249	0.0192499361622836
MSTRG.15337	NA	-0.202718888511596	0.0192709313959948
ENSG00000272909	lncRNA	1.0410945287392	0.0192809478729272
XBP1	protein_coding	0.706813902060362	0.0193153641017431
ARHGEF9	protein_coding	0.319121065129984	0.019332707406795
MTFP1	protein_coding	-0.238851174723635	0.0193330477582976
NKD1	protein_coding	1.43902814721853	0.0193454105645461
M6PR	protein_coding	0.189647004669755	0.0193529575125434
GTF3A	protein_coding	-0.217351949345272	0.0193626014916607
SCLT1	protein_coding	-0.37819618865755	0.019380808322647
PLAC1	protein_coding	-1.55027619806192	0.0194051675124012
SPART	protein_coding	-0.469634099976794	0.0194157278249402
MSTRG.8330	NA	0.91133830179812	0.0194719265802274
MSTRG.15478	NA	-0.487905911533579	0.019495807702786
MSTRG.25144	NA	-0.219042474167881	0.019495807702786
DNAJC25	protein_coding	-0.339553902072096	0.019495807702786
VPS29	protein_coding	0.176339068591027	0.0195073968471795
MFSD5	protein_coding	0.224764088854762	0.0195208468119164
IGF1R	protein_coding	-0.346195621093125	0.0195208468119164
INAVA	protein_coding	0.350754722004735	0.0195667400894906
CNBP	protein_coding	-0.239981766689991	0.0195982548047246
PARD6G-AS1	lncRNA	-0.929363391805616	0.0196380587179223
HNRNPLL	protein_coding	-0.229150887146649	0.0196466008510846
KIF21A	protein_coding	0.279592704805505	0.0196997900644077
STX6	protein_coding	-0.283125453630104	0.0197153795336077
MSTRG.11660	NA	0.384248665701066	0.019720038704337
DPF1	protein_coding	-0.54565514727206	0.0197244616086269
TSPYL1	protein_coding	-0.210198326333866	0.0197244616086269
MSTRG.17722	NA	-2.38110543191442	0.0197320694797689
IFT122	protein_coding	0.238277402237517	0.0197320694797689
SLC37A4	protein_coding	0.410459602489339	0.0197513671782234
COL24A1	protein_coding	1.42200912530368	0.0197532294650582
PPP1R11	protein_coding	0.25568124491268	0.0197539749993439
ENSG00000272512	lncRNA	1.32015856924992	0.0197694332911984
TTC33	protein_coding	-0.284591573346476	0.0197870777714565
PEX6	protein_coding	-0.383363695835138	0.0198142943007509
LCA5	protein_coding	-0.435752253711552	0.0198142943007509
NECAB2	protein_coding	1.17978473121388	0.0198314116576453
SMS	protein_coding	-0.306089275315639	0.0198314116576453
ABHD14B	protein_coding	-0.314488106613431	0.019839273660646
GRWD1	protein_coding	-0.225996297862728	0.0198849590197642
AGAP13P	unprocessed_pseudogene	0.837321540956641	0.0199083173895501
MSTRG.6384	NA	-0.406991679511716	0.0199187138658501
JAM3	protein_coding	-1.03371914346555	0.0199661610630556
KCNAB2	protein_coding	-0.542376138192408	0.0200048396213329
MSTRG.6218	NA	0.8050313216559	0.0200083091803532
NPRL2	protein_coding	-0.279577018259977	0.0200808619298902
SPIDR	protein_coding	0.304332921513838	0.0201625409495563
MUC19	protein_coding	1.30271671220033	0.0202618511408927
ACVR2B-AS1	lncRNA	0.985958266351588	0.0202924693087922
FYTTD1	protein_coding	-0.36771041650275	0.020295388959216
MSTRG.15071	NA	3.01485157311448	0.0203524140190148
DEGS2	protein_coding	1.35844664731104	0.0204034021603921
TFAM	protein_coding	-0.28473367839257	0.020446749699312
MSTRG.23516	NA	1.07141531873954	0.020446749699312
FAM86DP	lncRNA	-0.453740527846606	0.0204573848287656
PPIB	protein_coding	-0.176571855332543	0.0204775503636823
MYCBP2	protein_coding	-0.358442268133754	0.0204970426838138
CNTNAP3P2	unprocessed_pseudogene	1.73747549473463	0.0205085908576819
SUV39H2-DT	lncRNA	-1.17812390395818	0.0205102575218621
H2BC21	protein_coding	-0.448397839744594	0.020537906068927
CD63-AS1	lncRNA	-0.360875930790948	0.0205569741086312
OTUB1	protein_coding	0.300572699088399	0.0205962107224469
MKI67	protein_coding	0.237988841316896	0.0206467219499596
C3orf14	NA	-0.294520091082428	0.0206932451978732
NUP160	protein_coding	-0.210266807211505	0.0207758446544851
C8G	protein_coding	0.867408045672446	0.0207772658549554
TRMT6	protein_coding	0.189927337523065	0.0208289332238816
MSTRG.23863	NA	0.799254487943116	0.020836449442814
FOXA1	protein_coding	0.9077460923418	0.0208406503719369
PRRG4	protein_coding	0.829208758346784	0.0208631239335033
ENSG00000259363	lncRNA	-0.920079162310171	0.0208861634558824
DYRK1B	protein_coding	0.313130225046787	0.0209524588914634
DBNDD2	protein_coding	0.480792995015045	0.0209637467145481
PPIL2	protein_coding	0.199248814659727	0.0209752590259357
TPD52L1	protein_coding	0.357180830097761	0.0209826039170635
EMC7	protein_coding	0.196689962635288	0.020987638610158
TMC8	protein_coding	1.34973870561468	0.020988902619758
LOX	protein_coding	-1.28493471424271	0.0210187422506481
RPS24	protein_coding	-0.194115705542871	0.0210313196049509
FAM131A	protein_coding	-0.635018779417535	0.0210604002638725
MSTRG.9581	NA	1.63969053823099	0.021101836581449
MSTRG.5312	NA	-0.680751765306924	0.0211045806596681
GALNT5	protein_coding	0.659318708506868	0.0212648460191003
GRAP	protein_coding	1.43060711543006	0.0212750160171268
ZNF304	protein_coding	0.276047933263139	0.0213201906518657
CALM3	protein_coding	-0.174345424206252	0.0213326862335713
OSMR	protein_coding	-0.454900520430706	0.0213326862335713
SLC22A4	protein_coding	-0.678095051106516	0.0213392364360688
MSTRG.29136	NA	-0.32331188409805	0.0213482871396993
MSTRG.17824	NA	-0.517621075459756	0.0213486762774391
ZNHIT6	protein_coding	-0.200881185506509	0.0213715394319026
AACS	protein_coding	0.320090966071328	0.0213966985463403
MAPK8IP3	protein_coding	-0.295078698936342	0.0214076502058806
MSTRG.24428	NA	1.86923644251418	0.0214280391525053
CCNE2	protein_coding	0.362521003035408	0.0214280391525053
ATL2	protein_coding	-0.214567475413699	0.0215326815834342
MSTRG.8546	NA	0.339115916294536	0.0215676047820463
AASDHPPT	protein_coding	-0.206963951771003	0.0215710487135344
TARS3	protein_coding	-0.354327330825126	0.0215710487135344
NFATC2	protein_coding	0.654300958877841	0.0215820865381374
LMNTD2	protein_coding	0.538827516830772	0.0216867681341616
MSTRG.15570	NA	-0.792997137009503	0.0217261399689049
AMZ2P1	transcribed_unprocessed_pseudogene	0.299031325936358	0.0217261399689049
MSTRG.9433	NA	-0.35380760813106	0.0217328159560289
SLC20A2	protein_coding	0.487047387236102	0.0217400083188451
RRN3	protein_coding	-0.192330792516234	0.0217523830609593
IL7R	protein_coding	-1.68214492445586	0.021753829859365
CCT8	protein_coding	-0.171396855833637	0.0217724687089684
HSPB1	protein_coding	-0.205198987377942	0.021827585565195
PSMG1	protein_coding	-0.285135870703982	0.0218345515250112
MAP1A	protein_coding	0.424201235636048	0.0218580318584119
ZNF731P	transcribed_unprocessed_pseudogene	0.785643193730873	0.0219412884016956
MAPKAPK3	protein_coding	-0.300056962464456	0.0219591136901376
AKR1C4	protein_coding	1.53176482557924	0.0220056734954105
MSTRG.29969	NA	-0.307251372360539	0.0220100923345591
KHK	protein_coding	-0.330645048506002	0.0220274466038618
GRB14	protein_coding	0.637426227858434	0.022027496235204
TSPAN3	protein_coding	0.282780289541307	0.0220392370161579
MSTRG.26882	NA	0.61336890367804	0.0220888172781908
SHANK3	protein_coding	-0.442235625849268	0.0221198110273918
RENO1	lncRNA	-0.52264301990538	0.0221308812235118
MSTRG.4610	NA	0.283596788291436	0.0221333578383571
PLIN2	protein_coding	-0.249783659058179	0.0221487071758338
MSTRG.7543	NA	0.408854291800709	0.0221556344301025
H3C10	protein_coding	-0.618360146287355	0.0221563680023665
MCU	protein_coding	0.409373823516529	0.0222118200957265
ZCCHC8	protein_coding	0.366879611228951	0.0222542295719596
SRBD1	protein_coding	-0.382754270454064	0.0222644762880332
MSTRG.21385	NA	2.08027346053198	0.0222882113107881
ENSG00000258311	protein_coding	0.68699828408117	0.0222893664593912
CHRDL2	protein_coding	-2.02140554513869	0.0222903748328273
RIPK1	protein_coding	0.230100338308957	0.0222903748328273
MSTRG.24307	NA	1.12968766598164	0.0223107695717781
IL20RB	protein_coding	-0.795919265605811	0.022329336882042
MSTRG.1304	NA	0.7673979035269	0.0223362599217539
RPS15A	protein_coding	-0.18041146767402	0.0223418459529069
UBE2H	protein_coding	-0.277176415978796	0.0223442254862997
P2RY11	protein_coding	0.877301716242889	0.0223811089862548
USP39	protein_coding	-0.211736433370347	0.0223867255002118
CDC42BPA	protein_coding	0.261328476450811	0.0224070998395166
RNF207-AS1	lncRNA	1.64291207405491	0.0224076211168219
MSTRG.21378	NA	-0.462612919014057	0.0224143158339695
CFAP20	protein_coding	-0.253118968522189	0.0224218516777884
MRPS30	protein_coding	-0.239513064167234	0.0224478407996108
MSTRG.4449	NA	0.248178978724783	0.0224588172463455
ENSG00000287625	lncRNA	-0.819311573639101	0.0224588172463455
SYMPK	protein_coding	-0.214446283678964	0.0224711927524079
MSTRG.17516	NA	-0.316413513110941	0.0224711927524079
SELENOO	protein_coding	-0.295507638261569	0.0224711927524079
SDCBP	protein_coding	0.198368929023335	0.0224914457263104
ZNF234	protein_coding	-0.454387504803881	0.0225389287285361
SLFN12L	protein_coding	1.6111638658752	0.0225468054007475
GAREM1	protein_coding	0.596765866707358	0.0225561268244011
TUBA3FP	protein_coding	-1.36562037167335	0.0225561268244011
MSTRG.24459	NA	1.08095724043264	0.0225561268244011
MSTRG.29904	NA	0.312363966721901	0.0225561268244011
UGDH	protein_coding	0.217848861366189	0.0225568636838661
DPM2	protein_coding	0.258252482376656	0.0225598877988485
ZCCHC2	protein_coding	-0.369946760742588	0.0225824330504911
MSTRG.29940	NA	-0.724102727105101	0.0226320183047735
THNSL1	protein_coding	-0.437082413933962	0.0226453033153867
LIPG	protein_coding	1.203228133253	0.022691733528768
RAB40B	protein_coding	0.43642485667097	0.0227467635483926
TMED8	protein_coding	0.210855424414238	0.0227489108566644
ENSG00000257391	lncRNA	1.09572330858599	0.0227489108566644
XRCC2	protein_coding	-0.297080984934395	0.0227621641836233
RGS11	protein_coding	-0.67443536722362	0.0227770158514318
CACNB3	protein_coding	0.393044392191458	0.0228139719564813
MSTRG.24074	NA	0.339392408937274	0.0228139719564813
MSTRG.7726	NA	-0.73354420880914	0.0228233961444755
KIF16B	protein_coding	-0.238613793757432	0.0228509758796907
LDHB	protein_coding	0.178296726810465	0.0229313788832506
RGPD6	protein_coding	-0.717398697277855	0.0230429244358051
TRNT1	protein_coding	-0.234101905923148	0.0230429244358051
ACY1	protein_coding	-0.345490992697058	0.0230429244358051
UNC5CL	protein_coding	0.518727078614089	0.0230429244358051
MSTRG.9604	NA	0.615320893303717	0.0230490649038506
TTC30A	NA	-0.268766973473615	0.0230639489517112
MSTRG.8280	NA	0.594794966855865	0.0230841168077691
PBX3	protein_coding	-0.310129072483296	0.0232013360269176
MSTRG.20734	NA	-0.46519247094372	0.0232845879955775
ACAD10	protein_coding	0.311703627223505	0.0232926226465733
ZNF224	protein_coding	0.358055833327224	0.0232935581178617
METTL1	protein_coding	0.236465880667604	0.0233340252608077
HMGB1	protein_coding	0.202008228554888	0.0233349784455351
OXR1-AS1	lncRNA	1.75862261495225	0.0233513589639071
PAF1	protein_coding	-0.219261271223549	0.0233803183789887
ARHGAP1	protein_coding	0.286172019409344	0.0233832282726432
SCCPDH	protein_coding	-0.209325809203527	0.0233946554226718
RPS3AP38	processed_pseudogene	-1.62632092554177	0.023407473699909
SETD7	protein_coding	-0.186833831194381	0.0234174414326991
YARS1	protein_coding	-0.171027061922622	0.0234585152949378
ZBTB18	protein_coding	-0.272901489400014	0.0234713507154888
TWIST1	protein_coding	-1.48925905910371	0.0234806651887313
ALDH6A1	protein_coding	0.357962920954717	0.0235503122262134
SUCO	protein_coding	0.300171222383738	0.0235639095599854
AK1	protein_coding	-0.33455997532521	0.023567367844899
ATP6V1B1	protein_coding	0.735112597141662	0.0236083025587604
FAM83E	protein_coding	1.52266307192219	0.0236087137269196
ZNF514	protein_coding	-0.402008900369997	0.0236250251808961
MSTRG.1044	NA	-0.302368701537009	0.0236485672052326
CACNA1G	protein_coding	0.451495013855543	0.023652356310034
NR1D1	protein_coding	0.448206683937827	0.0236996620415278
UGGT1	protein_coding	-0.38143516621477	0.0237364118932116
CCDC183	protein_coding	1.40207238199605	0.0237581880451719
MSTRG.26457	NA	-0.610364112615388	0.023784244325982
MRPS6	protein_coding	-0.226347641908917	0.023823323462632
PPP2R5D	protein_coding	-0.211929352543516	0.0238503898848164
EPS15L1	protein_coding	0.266109534057933	0.0238533175578434
MSTRG.28827	NA	-1.32604434719801	0.0238720825516651
MSTRG.20487	NA	0.874065128653833	0.0238855432273722
MSTRG.3975	NA	0.223198208493532	0.0239821935541251
TRPM7	protein_coding	-0.307439475106416	0.0240133912259304
MSTRG.16707	NA	-1.01240821428735	0.0240133912259304
MRPL15	protein_coding	-0.247130475949208	0.0240133912259304
TBC1D20	protein_coding	-0.240709654289458	0.0240282227012784
ZC3H8	protein_coding	-0.575289479830891	0.0240504477670633
ENSG00000289353	lncRNA	-0.448776385733978	0.0240802488145397
ARF4	protein_coding	-0.176957474694972	0.0240890451773733
HEATR1	protein_coding	-0.382934551264194	0.0240994681503856
ENSG00000266976	lncRNA	0.977977526333452	0.0240994681503856
SETD6	protein_coding	-0.313818281942099	0.0241260201450411
MSTRG.12223	NA	-0.281456284620773	0.0241439811949978
RNF2	protein_coding	-0.347620834721921	0.0241786051492873
PHAX	protein_coding	-0.226588393756473	0.0241786051492873
HBP1	protein_coding	-0.365453894919408	0.0241786051492873
CHN1	protein_coding	-0.297234014390257	0.024195863005823
RFX5	protein_coding	-0.260061434463806	0.0242002694935198
MSTRG.17848	NA	-0.35573542206004	0.0242595802565299
CAMKK2	protein_coding	0.207615011910059	0.024290845851093
GTF2H5	protein_coding	-0.243350740694033	0.024290845851093
ENSG00000289019	lncRNA	-0.915807028015658	0.0242976864341709
NR2F2	protein_coding	0.23976216905688	0.0243338573839153
MSTRG.8481	NA	0.249434347787581	0.0243362830822043
SRPRA	protein_coding	0.21381825046746	0.0243718558497499
PMVK	protein_coding	-0.272027731341454	0.024471226145326
LOXL4	protein_coding	-1.35452500883982	0.024509659394637
MSTRG.7655	NA	1.65839215518768	0.0245155978849621
MSTRG.15605	NA	-0.216554448747552	0.0245155978849621
ENSG00000285000	protein_coding	-0.957869533211285	0.0245155978849621
MSTRG.26396	NA	-2.48138849246407	0.0245155978849621
ZDBF2	protein_coding	-1.24597256516881	0.0245155978849621
CCDC136	protein_coding	-0.691429034934227	0.0245155978849621
FAM149A	protein_coding	0.84967841922325	0.0245548486468732
ZFR	protein_coding	-0.183276642648035	0.024566520998297
MSC-AS1	lncRNA	-0.531272397274385	0.0245812067079744
ENSG00000276724	lncRNA	0.60850054579342	0.0246039347000702
MSTRG.2124	NA	-0.310025202221175	0.024613481848844
MSTRG.20478	NA	-0.26344700256879	0.0246136727500632
ANKRD50	protein_coding	0.204340326436001	0.0246830924853742
MSTRG.24689	NA	-0.296893670144155	0.0246830924853742
TRAPPC9	protein_coding	0.437134942302074	0.0247175997225702
PELI3	protein_coding	0.403172221815273	0.0247542789051677
MSTRG.19271	NA	0.422655270266544	0.0247584862412149
TTLL7	protein_coding	0.714781715598311	0.0247640235992544
MSTRG.27206	NA	0.279705533911849	0.0248353658361396
FIBP	protein_coding	-0.207025594183612	0.0248700694222426
TCF7L1	protein_coding	-0.720403659380478	0.0248919016992277
ZNF57	protein_coding	-0.576385319142364	0.0249130331757963
LY9	protein_coding	1.33421169595748	0.0249247345026246
GTPBP4	protein_coding	0.49117964573598	0.0249572290128525
CNPPD1	protein_coding	-0.234882126973763	0.0249572290128525
METTL25B	protein_coding	0.353142262921292	0.0249706142722613
ARHGEF12	protein_coding	0.222781832137019	0.0250056560728191
MCPH1-DT	lncRNA	-0.473327781514275	0.0250229677789871
PREB	protein_coding	-0.571083885132083	0.0250585892491616
RSRC2	protein_coding	0.220637989744838	0.0250776105472012
SNORA2C	snoRNA	1.51882732129328	0.025135399559244
CABLES1	protein_coding	0.563659597556846	0.0251879660558764
MSTRG.28513	NA	1.27262407861998	0.0252305612140177
MSTRG.21838	NA	-0.182148619686211	0.0252408459015144
VPS37D	protein_coding	0.764271616563381	0.0252693112387913
ENSG00000272627	lncRNA	1.4608367593895	0.0252699047780135
ANKS1A	protein_coding	-0.245767222303811	0.0252861622943252
THBS2-AS1	lncRNA	-1.02654936335266	0.0254225861754199
PURA	protein_coding	-0.438439188424072	0.0254303475914831
MSTRG.18160	NA	-0.536223924617142	0.0254342950067842
ZMIZ1	protein_coding	-0.819742082802767	0.0254390578404564
MSTRG.21140	NA	3.22761733583787	0.0254391869114796
LAMC1	protein_coding	-0.203092645758897	0.0254487861670117
MSTRG.12969	NA	-0.409849632001715	0.0254502537510705
ENSG00000213963	lncRNA	-0.642555422235893	0.0254542409765338
IL12A	protein_coding	-0.854430352631598	0.0254733657502687
MAFIP	protein_coding	0.843444332328133	0.0255480287977796
GPRIN2	protein_coding	0.498518854660831	0.0255480287977796
PDCD6P1	transcribed_unprocessed_pseudogene	-2.09225458142449	0.0255480287977796
ACSS2	protein_coding	0.440708003799308	0.0255638826667708
EOMES	protein_coding	-0.813249912832439	0.0256871982409791
ENSG00000257681	lncRNA	-0.92553354826145	0.025696739413985
NR5A2	protein_coding	0.544021864325179	0.0257409415973104
LIPC	protein_coding	1.31901480228671	0.0257506396947987
LINC00240	lncRNA	1.11517567884393	0.0258388049752501
ITGAL	protein_coding	1.22056121351043	0.0258388049752501
CCR7	protein_coding	-0.875292562469868	0.0258961747666012
KRT81	protein_coding	2.85997389371476	0.0259045841446501
FMNL1-AS1	lncRNA	0.597435209891234	0.0259869915502639
MSTRG.1513	NA	-0.253500209519152	0.0260135391275882
MSTRG.24628	NA	0.559236896369519	0.0260135391275882
MSTRG.8572	NA	0.53913668482425	0.026025991500986
PPT1	protein_coding	-0.183087455114443	0.0260345930828061
MSTRG.28442	NA	-0.489524813527918	0.026034978376612
CYP27B1	protein_coding	0.692945394640416	0.026044317206526
LINC03040	lncRNA	1.22019541277263	0.026044317206526
PCGF5	protein_coding	0.335037508506591	0.0260455787216408
PPIL4	protein_coding	-0.237233528495269	0.0260891590167174
MOCOS	protein_coding	-0.509602887938089	0.0261195339939209
ST6GAL2-IT1	lncRNA	-1.15055087041553	0.0261294178337346
BOLA3	protein_coding	-0.23799030093215	0.0261347088453292
MSTRG.3848	NA	0.257812619756162	0.026138452905587
MSTRG.27890	NA	0.310232367562331	0.026138452905587
NUP93	protein_coding	-0.218412834609581	0.0262039620394099
RAB22A	protein_coding	0.214538522681391	0.0262636501149633
TICRR	protein_coding	-0.195436290540837	0.0262867565821546
CBX6	protein_coding	0.190890095151425	0.0262867565821546
BTN3A3	protein_coding	-0.799228062637225	0.0262867565821546
ZKSCAN5	protein_coding	-0.280108042210861	0.0262867565821546
MSTRG.7495	NA	0.364220717373779	0.0262911686762528
MSTRG.26403	NA	2.44243528467886	0.0262911686762528
GBP1	protein_coding	-1.0786644897312	0.0262911686762528
TRIP6	protein_coding	-0.400007244682896	0.0263404930931527
HENMT1	protein_coding	-0.335850461708877	0.0263458823414937
MSTRG.7197	NA	0.535336481901714	0.0263798538723227
BCOR	protein_coding	0.516497316509457	0.0263798538723227
NXN	protein_coding	-1.29409477965541	0.0264195625209605
ANXA10	protein_coding	-2.50074535440221	0.0264544036314649
PPP2R3A	protein_coding	-0.581934139085133	0.0264745765538775
RSBN1	protein_coding	-0.415544026739779	0.0264830974832352
MSTRG.4747	NA	0.494694260715827	0.0264830974832352
CREBZF	protein_coding	-0.294368897228317	0.0264860745047273
ENSG00000234405	lncRNA	-1.39510550921	0.0264860745047273
PSCA	protein_coding	-1.4315005442765	0.0265269538422929
MSTRG.30608	NA	-0.283519537182503	0.0265269538422929
EDIL3-DT	lncRNA	-0.764145215720185	0.0265579034549393
RPS5	protein_coding	-0.174984810414857	0.026563225301851
NKAIN4	protein_coding	-1.33332523696334	0.0265869466329947
MSTRG.15584	NA	0.64256365960311	0.0266605892401065
CENPBD1P	transcribed_unitary_pseudogene	-0.297998921518167	0.0266770982180843
